771908950375665664,doggo,1
772193107915964416,pupper,1
773547596996571136,pupper,1
773985732834758656,pupper,1
775364825476165632,doggo,1
775733305207554048,doggo,1
776113305656188928,pupper,1
776218204058357768,floofer,1
776477788987613185,pupper,1
778027034220126208,pupper,1
778039087836069888,pupper,1
779377524342161408,pupper,1
780074436359819264,doggo,1
780931614150983680,puppo,1
781308096455073793,doggo,1
781308096455073793,pupper,1
781655249211752448,doggo,1
782305867769217024,doggo,1
782747134529531904,doggo,1
784183165795655680,puppo,1
785639753186217984,doggo,1
785639753186217984,pupper,1
786363235746385920,doggo,1
787717603741622272,puppo,1
789903600034189313,pupper,1
790946055508652032,puppo,1
793195938047070209,puppo,1
794205286408003585,pupper,1
795464331001561088,doggo,1
796484825502875648,doggo,1
797971864723324932,pupper,1
799757965289017345,doggo,1
800018252395122689,doggo,1
800388270626521089,floofer,1
800459316964663297,pupper,1
801115127852503040,doggo,1
801115127852503040,pupper,1
802239329049477120,puppo,1
803638050916102144,pupper,1
803773340896923648,puppo,1
807621403335917568,pupper,1
808106460588765185,doggo,1
808106460588765185,pupper,1
808733504066486276,pupper,1
811386762094317568,pupper,1
813096984823349248,doggo,1
813127251579564032,doggo,1
813202720496779264,doggo,1
813910438903693312,doggo,1
814986499976527872,pupper,1
815966073409433600,pupper,1
817777686764523521,doggo,1
817777686764523521,pupper,1
819004803107983360,doggo,1
819006400881917954,doggo,1
819238181065359361,pupper,1
819924195358416896,doggo,1
819952236453363712,puppo,1
821107785811234820,doggo,1
821407182352777218,doggo,1
821765923262631936,doggo,1
822462944365645825,pupper,1
822872901745569793,puppo,1
824325613288833024,pupper,1
825026590719483904,puppo,1
825535076884762624,puppo,1
826204788643753985,doggo,1
826476773533745153,doggo,1
826848821049180160,doggo,1
826958653328592898,doggo,1
827933404142436356,pupper,1
828381636999917570,doggo,1
829374341691346946,doggo,1
829449946868879360,doggo,1
831315979191906304,pupper,1
831322785565769729,doggo,1
831939777352105988,doggo,1
832032802820481025,doggo,1
832273440279240704,doggo,1
832998151111966721,doggo,1
833124694597443584,pupper,1
834089966724603904,doggo,1
834574053763584002,doggo,1
836380477523124226,pupper,1
836753516572119041,doggo,1
837110210464448512,pupper,1
837820167694528512,pupper,1
845306882940190720,pupper,1
845397057150107648,doggo,1
846514051647705089,doggo,1
850019790995546112,pupper,1
854010172552949760,doggo,1
854010172552949760,floofer,1
854120357044912130,pupper,1
855851453814013952,doggo,1
855851453814013952,puppo,1
858843525470990336,doggo,1
859607811541651456,puppo,1
866450705531457537,pupper,1
867421006826221569,puppo,1
869596645499047938,doggo,1
871102520638267392,doggo,1
871515927908634625,doggo,1
871762521631449091,pupper,1
872967104147763200,doggo,1
873213775632977920,pupper,1
874012996292530176,puppo,1
874296783580663808,pupper,1
876838120628539392,pupper,1
878776093423087618,puppo,1
881536004380872706,pupper,1
882762694511734784,pupper,1
883360690899218434,floofer,1
884162670584377345,doggo,1
886366144734445568,pupper,1
889531135344209921,puppo,1
889665388333682689,puppo,1
890240255349198849,doggo,1
