artist_id,artist_latitude,artist_location,artist_longitude,artist_name,duration,num_songs,song_id,title,year,_merge
ARSZVL61187FB3F4C7,,,,Sandi Patty,382,1,SOJRGMD12A670206C6,The Majesty And Glory Of Your Name - Album version,0,left_only
ARI71W21187B9AAC8C,,,,Johnossi,189,1,SOFTQEY12A8C13B3B5,Train Song,2008,left_only
AR4ASIL1187FB46020,,,,30Y,282,1,SOSWIGB12AB017E0B7,Azt hittem érdemes,2008,left_only
ARJMAKQ12086C14952,,,,Estiva,508,1,SOHQINS12AB018C451,Dalmatia,0,left_only
ARS18KP1187B9A2D1E,,,,Curtis Stigers,239,1,SOWCVGW12A6D4F78B2,You're Driving Me Crazy,2002,left_only
ARKDJQU1187B9B38A0,,,,PTP,323,1,SODBHFG12A6D4F7483,Rubber Glove Seduction (12? Version),0,left_only
ARL8C6N1187B9925B4,,,,Niños Mutantes,241,1,SOMGONH12A8C1450B6,En Tus Ojos,2002,left_only
ARBE5BJ1187B98BCFD,,,,The Chico Hamilton Quintet With Fred Katz_ Paul Horn_ John Pisano_ Carson Smith,218,1,SOTAEHU12A8AE47888,September Song,1997,left_only
ARXB4TY1187FB5AA25,,,,P.O.S,156,1,SOQTINJ12A58A7DD36,Drumroll (We're All Thirsty),0,left_only
ARDY1CB1187B9B027D,,,,Osvaldo Pugliese,182,1,SOPPKUJ12A8C135F93,Por Pecadora,0,left_only
ARZKGAM125094159BC,,,,Riccardo Fogli,243,1,SOIPTFI12AB017DFB9,Giorni Cantati,0,left_only
ARIE8J21187FB3A354,,,,Jessica Andersson,181,1,SOVRPGI12A8C13983F,Kalla nätter,2006,left_only
ARZVZWT1241B9C482B,,,,Fjk,187,1,SOFQOMU12A81C20C28,Vildandens sång,0,left_only
ARLG96V1187FB3CFB6,,,,Morten Abel,244,1,SOJNUXH12A8C13530D,Don't Forget Me (Live),2004,left_only
ARNVRBJ11E2835D4A1,,,,Flairs,219,1,SOICEVR12AB018381C,Neighbourwatch,2009,left_only
ARL1ZND1187B9AE2D4,,,,Roine Stolt,602,1,SOMCQWG12AB018115F,Dissonata,1994,left_only
ARXC3CX1187FB5A8E0,,,,Unleashed,215,1,SONYNOM12AB01828DB,Warriors Of Midgard,0,left_only
ARHBOTL12496DAB594,,,,North Atlantic Oscillation,252,1,SOASVPM12A8C146828,Ceiling Poem,2010,left_only
ARGADMR1187B98EEE1,,,,Dr. Know,134,1,SOLPCWK12A6D4F654E,Crucified,0,left_only
ARBX1FQ1187FB42BD5,,,,Ashbury Heights,198,1,SOGIHQJ12A58A75AC9,World Coming Down,2005,left_only
ARLKVCG1187FB3D495,,,,Luz Verde,195,1,SOUEBDL12AB017E783,No Podrás,0,left_only
AREMPER1187B9AEB42,,,,Tiger Lou,335,1,SONEIOF12A8C13799A,The Loyal,2005,left_only
ARNDQQ41187B9AE635,,,,Crazy Town,167,1,SOCTHCT12AB017F38E,Only When I'm Drunk,1999,left_only
AROVDUX1187B99CA31,,,,Jonas Hellborg,626,1,SOKDMWJ12AB0182604,Barua A Soldani,0,left_only
ARZKBQ01187B98E3A5,,,,Inkubus Sukkubus,283,1,SOHYKDW12A58A798C3,Lucifer Rising,2001,left_only
ARZWGAI11E2835CFCE,,,,Laki Lan,341,1,SOPEICR12AB0188B50,Nie Widzisz Jakim Dylizansem Plyne ?,0,left_only
ARKHPWK11F4C83D55D,,,,Bellamy Brothers,195,1,SOUCDYU12AB0181DE9,Let Your Love Flow,0,left_only
AR6KHKL1187FB3C43E,,,,Orquesta El Arranque,197,1,SOSXSAH12A8C13514D,Yo soy aquel muchacho,0,left_only
ARF9CKA1187B98A3DD,,,,Verbal Abuse,129,1,SOKDPUQ12AB017E65E,I Hate You (Just an American Band),0,left_only
ARLRBBF1187FB4186B,,,,Funki Porcini,233,1,SONRHRD12A8C145EFD,Sally Wants To Be A Surgeon,1997,left_only
AR3ES871187FB4E75B,,,,The West Coast Pop Art Experimental Band,142,1,SOWXKNV12A6D4FB1E9,Transparent Day [Single Version],1967,left_only
ARPKQCH1187FB517D8,,,,Langhorne Slim,78,1,SOYJBFH12AF729A44A,Hanshaw Shuffle (Drunken Horse),2005,left_only
ARG733S1187B99AD70,,,,The Toasters,239,1,SODOAOQ12A8C138835,El Chopo,2007,left_only
ARCJYI61187B9A0349,,,,Namnambulu,364,1,SOTGLCR12A8C135270,Alone,2005,left_only
ARBZ6CQ1187FB3CBE6,,,,The Small Faces,136,1,SOZPNDB12AB017E93E,The Hungry Intruder,1968,left_only
AR84YOX1187B99C8FD,,,,Blackfield,297,1,SOOUSHT12AC3DF485E,Thank You,2009,left_only
AR8GWY31187FB37C31,,,,J-Boogie's Dubtronic Science,352,1,SOQOXQM12A58A80D28,Alegria Dub (feat. Ted De Oliveira),0,left_only
ARU44TY1187FB4F15F,,,,ItaloBrothers,227,1,SOISMLS12AB0181194,So Small,0,left_only
ARISHAC1264D12E0BC,,,,Your Dirty Habit,295,1,SOOOOUA12AB0186E0F,F*ck Sh*t Up,0,left_only
ARIMW0M1187B99EC59,,,,TEN MADISON,405,1,SOFPFTF12A8C14172C,Elementro,2003,left_only
AR65ELO1187FB43AD8,,,,Krista Detor,178,1,SOWNVVB12A81C217B5,Anemic Moon,0,left_only
AR6U7461187FB59499,,,,Rachael Starr,608,1,SODUSRP12A6D4FA762,Till There Was You (John Creamer & Stephane K Remix),2005,left_only
ARML0XS11C8A423BB8,,,,Ben Thornewill,189,1,SOXOSZP12AB0181EDC,Grub Street,2006,left_only
ARWWDX21187B9A44B9,,,,Abydos,445,1,SOTXSQE12AB018503B,Abydos,2004,left_only
ARHO1WI1187B98CB84,,,,Michael Card,208,1,SOXDBMM12A6D4F9C58,Arise_ My Love (Song Of Solomon),0,left_only
ARYBFTU1187B9AE5D0,,,,The Donnas,173,1,SOKUHDO12A67020452,Have You No Pride (Album Version),2004,left_only
ARBJ3VU1187B9B472D,,,,Love Of Lesbian,333,1,SORLXBI12A8AE452DD,Limousinas,2005,left_only
ARH7H5K1187B98FA67,,,,Pain of Salvation,274,1,SOKWTLJ12A8C1420C6,Morning on earth,0,left_only
ARS71VI1187B99FCFA,,,,Ruben Blades,226,1,SOXDENV12AB017C70D,I Can't Say,0,left_only
ARE08BN1187B98FCA3,,,,Der Plan,34,1,SOIIEVJ12AB018564E,Schauet Her!,1983,left_only
ARARH0C1187B99E149,,,,Blockhead,270,1,SOECRWY12A67ADF797,Good Block Bad Block,2005,left_only
AR9L0H31187B98C7CE,,,,Blenderhead,177,1,SOJLDSG12A58A7E4FE,Fort Lewis Gun Club Youth Day,0,left_only
AR7S2271187FB38B1F,,,,Duncan Dhu,211,1,SONQEAO12A6D4F8CB3,Rozando La Eternidad,1989,left_only
ARWJ1BY1187B998F28,,,,Reigning Sound,149,1,SOSQTJH12A6D4F5C56,I Don't Know How To Tell You,2002,left_only
ARV4BQB1187B98C2B2,,,,Anti-Pasti,154,1,SODGXHG12A8C135B4F,Another Dead Soldier,1981,left_only
ARHSLRV122BCFCC6A4,,,,Parachute,205,1,SOOLIHT12AF72A0698,Blame It On Me,2009,left_only
ARB3IAL1187FB4A543,,,,Savath & Savalas,210,1,SOYEOFR12AB01833D9,Déjame,2004,left_only
ARRLJ5L1187B998242,,,,Lex Loofah,398,1,SOUNRAW12AB017DC7E,Little Cloud From Zion,0,left_only
ARQ37O41187FB3C728,,,,Lys,403,1,SOCTNFS12AB017D870,Speechless,2008,left_only
ARLBNAC1187FB47151,,,,Alex Gopher,164,1,SOKLDSG12AB0188032,Song For Paul,2007,left_only
AR85B4L1187B9AEF75,,,,Jessica Sierra,199,1,SOSWAOP12AB01830BE,Unbroken,0,left_only
AR7X33H1187FB5C537,,,,Ana Cañas,211,1,SOSZZXP12AB0186C20,Super Mulher,2007,left_only
ARC7MRK1187B98A262,,,,Scissorfight,158,1,SOTINWA12AB017F256,Joke,0,left_only
ARLSTE11187B9B38E4,,,,The Grapes Of Wrath,194,1,SOOXKGE12A6D4F8B61,See Emily Play,1991,left_only
AR8MI421187FB36E98,,,,Tony Christie,211,1,SOHAZXD12A670207E6,Didn't We,1971,left_only
ARJF9UH1187FB45203,,,,The Reign Of Kindo,348,1,SOFFZUI12A58A7B53D,I Hear That Music Play,2008,left_only
AR6MIU31187B994603,,,,Stefon Harris,538,1,SOGUUTM12A58A7AAD9,From the Gardner Meditations: African Tarantella,2006,left_only
ARBOXFD1187FB3D9FA,,,,Desorden Público,229,1,SOLHLGF12AB01821A1,Black Market Man,2000,left_only
ARS8O1D1187FB462D4,,,,Lale Andersen,245,1,SOCPCCV12A8C1421F1,Sail Away Boy (2008 Digital Remaster),0,left_only
ARP7ZRD1187B9A03E4,,,,Jackson Conti,290,1,SOSFGBW12A58A7EE4C,Xibaba,2008,left_only
ARQGRMP11E2835E446,,,,Bruna Caram,198,1,SOFOOFA12A58A7965E,Meus Sonhos,2006,left_only
AR4E8NM1187B9A60FF,,,,Vast Vision Feat. Fisher,569,1,SORKDRP12AB017CAA5,Everything (Aly & Fila Remix),0,left_only
ARGF5QG1187B9AC84F,,,,Geiom Feat. Marita,363,1,SONNXKA12AB018A294,Reminissin',0,left_only
ARYEBQC1187FB5ACD9,,,,Devin Townsend Band,252,1,SOERUYB12AB017D528,Traveller,2003,left_only
AR6JNMD1187FB5CA75,,,,Alex M. vs. Marc van Damme,386,1,SOAZOYU12A8C13ABBA,Hava Nagila,2005,left_only
ARMH3KB1187FB40EDB,,,,Shuttle358,379,1,SOEADEU12AB0185E6E,floops,1999,left_only
ARCULXA1269FCD4F8D,,,,Rob De Nijs,239,1,SOAAVQK12A6D4F76E0,Ik Laat Je Vrij,1979,left_only
ARJN76O1187FB43C99,,,,Ana Belén,280,1,SORWPJW12A58A7C42F,Jambo,1988,left_only
ARXYRIY1187B98D713,,,,Elizabeth Daily,193,1,SOEJGQH12A8C132289,I'm Hot Tonight,0,left_only
AR3PT121187B9AB15A,,,,Urban Knights,290,1,SOAIZGZ12A8C137C11,I'm Not In Love,0,left_only
ARKB5MD1187B98DBB2,,,,Ornatos Violeta,336,1,SOOPVXP12AB018097A,Raquel,1997,left_only
AREZ2V11187FB4C187,,,,Giuliano Palma & The Bluebeaters,204,1,SOZQSXN12AB018671C,Se Ne Dicon Di Parole,2007,left_only
AREW1KO1187B98E42E,,,,The Irish Tenors,283,1,SOFKPLB12AC95F0493,The Croppy Boy,2001,left_only
ARZ3U0K1187B999BF4,,,,Cabas,207,1,SOXJASM12A8C13BB05,Como Nuestro Amor No Hay Dos,2008,left_only
ARX00Z51187B9A5A4A,,,,Vanessa Williams,246,1,SOYRAZC12A81C21EAB,One Less Bell To Answer (Album Version),2005,left_only
AR5B1EZ1187FB598E4,,,,Foggy,459,1,SORWAMD12A8C13B1C5,Your Eyes,0,left_only
AR82CHF1187FB3BA3E,,,,The Cinematic Orchestra,240,1,SOGTPVN12AB018326A,Dawn,2003,left_only
ARNCVXP1187FB54C24,,,,The Mount Fuji Doomjazz Corporation,268,1,SOTSGLP12AB017F7D7,The Sexy Midnight Torture Show,2009,left_only
AR52O1K1187FB4C98D,,,,The Hot Toddies,250,1,SOMYQVU12A8C13D09C,Rocker Girl,2007,left_only
ARVC9W21187B99354B,,,,Kindred the Family Soul,33,1,SOFGNTN12A58A7B801,Aja's Mom (Interlude),0,left_only
ARMI4DF1187B99552B,,,,Refractory,216,1,SOHFFAF12AAF3B53D0,Tequila monster,0,left_only
AR3PEMB1187FB4D01A,,,,Alabama 3,344,1,SOKMRWW12A8C142EC9,Mansion OnThe Hill,2008,left_only
ARNS8ZJ1187B98C194,,,,Bush,261,1,SOUZYQO12AB018939F,Headful Of Ghosts (Album Version),0,left_only
AR4571B1187B9B976D,,,,Astrix,377,1,SOSEWUU12A582916E4,Sex style,2004,left_only
AR405WO1187FB4205F,,,,Oliver Onions,230,1,SOMDIIQ12AB0184BBC,Mr. Nothingoesright (Buddy Haut Den Lukas),1992,left_only
AR7D85S1187FB372A2,,,,Zacarias Ferreira,258,1,SORCRNS12A8C141F04,Te amo,2005,left_only
AR6YY7A1187B98A333,,,,Voices of Theory_ Voices of Theory,296,1,SONYWBW12AB017A24A,If I Knew,1998,left_only
ARDBUTG1187FB5531E,,,,Lord T & Eloise,210,1,SODMBHL12AB0185B5E,I'm Rich,0,left_only
ARSUKYT1187B9B8935,,,,Maino,236,1,SOHIMXN12AB0182FDF,Good Shoe,0,left_only
ARAENPX1187B990DDA,,,,Timbalada,242,1,SOUBGQW12A6D4F8CE5,Maracaia,2006,left_only
ARXLDN61187FB57EA8,,,,Moya Brennan,218,1,SOKIBMM12A6D4F9A76,Tapestry,2006,left_only
AR3B2UY1187B99B19F,,,,Mamonas Assassinas,215,1,SOLWCIX12A6D4F5B06,Robocop Gay/ Melo do Piripiri ( Je Suis La Femme) (Musica Incidental),0,left_only
AR6H5611187FB39C78,,,,Niccolò Fabi,308,1,SOJJRZL12A8C137136,Il Sole È Blu,1998,left_only
ARGYTJ2119B3403352,,,,Koyi K Utho,177,1,SOXQHGM12A6D4FBB03,Primary Slave,2004,left_only
AR3V4DD1187B98ABCE,,,,Zounds,165,1,SOLKKVE12A8C13AED3,Can't Cheat Karma,1980,left_only
ARFOZTS1241B9C81BC,,,,Quique Neira,320,1,SOLWDED12A8C13B82F,Lady,0,left_only
ARBCCKR1187FB5CE54,,,,Marketa Irglova and Glen Hansard,228,1,SOMSTZR12B34F32C1A,If You Want Me,0,left_only
AR4OPSO1187B9AAAC8,,,,Nobody & Mystic Chords Of Memory,137,1,SOXVEZO12A8C13F615,The Long Lost Coyote's Song (When You Hear It Too),2006,left_only
ARJRIM91187FB3EF9A,,,,Paul Avgerinos,324,1,SOADJAQ12A8C13F520,Song Without End,2004,left_only
ARQWLYR1257509D5E6,,,,InContext,356,1,SOGIDDV12AC468C29B,As the Sun Goes Down (Dubstep Mix),0,left_only
ARWFMO31187FB3DC49,,,,Blackmore's Night,265,1,SOUUVXC12AB0180373,Rainbow Blues,2003,left_only
AREN7YO1187B9A475C,,,,Sandra Mihanovich,263,1,SOSSDRI12A8C13B97E,Cuatro Estrofas,1994,left_only
ARMAXI21187FB3F52F,,,,Pete Murray,250,1,SOFAMCJ12A8C1355C7,My Time,2003,left_only
ARXCS291187FB360A5,,,,Ricardo Montaner,228,1,SOHZTQC12A67AD852E,Vida Eterna,0,left_only
ARL635X1187B990092,,,,Charlotte Gainsbourg,241,1,SOSYGHA12AB0186AEC,Le Chat du Café des Artistes,2009,left_only
AR6VPKS1187B9B1DD0,,,,Maurice Ravel,345,1,SORDTSK12AC46887FB,Pavane Pour Une Infante Defunte (Pavane For A Dead Princess),0,left_only
ARJ6GR01187B98D64D,,,,Lonestar,214,1,SOKFHLV12AB0187A2F,Y.O.U. (Album Version),0,left_only
AR1FMBJ1187B992A46,,,,Melotron,107,1,SOEPGGC12A8C1427EB,Auferstehung,2007,left_only
ARV7TH01187FB3A20D,,,,Breaks Co-Op,224,1,SOGBNGY12A58A7E6E8,A Place For You,2005,left_only
ARY7DQ91187B98C85E,,,,Infected Mushroom,459,1,SOZZZHM12A8C140DEF,Horus The Chorus,2004,left_only
ARUKM141187FB5618E,,,,Fly Pan Am,364,1,SOCNUOU12AB0183E82,Vos Rêves Revers,2004,left_only
ARW9SN11187FB52D0D,,,,City High,231,1,SOQWLMX12A67020B04,Sista,2001,left_only
ARXM10Y1187B98E0C3,,,,Hector Zazou,296,1,SOPOUHD12AB0183F20,Cocoon,0,left_only
AR5SDCC1187FB3FE24,,,,House Of Pain,184,1,SONWWJO12AB0183D55,What's That Smell,1996,left_only
AR6YQNU1187B9B94B9,,,,3rd Matinee,255,1,SOIKJHC12A58A7E00A,Ordinary Day,1994,left_only
ARPKQCH1187FB517D8,,,,Langhorne Slim,156,1,SOJNZPK12AC3DF511D,Be Set Free,2009,left_only
AR8RDYA1187FB440D9,,,,Nikola Sarcevic,213,1,SOPKDLL12A8C13C442,NOBODY WITHOUT YOU,2004,left_only
ARJXVM01187B98EED1,,,,Boom Bip & Doseone,234,1,SOCDHSG12AB018B1EE,Me And People,0,left_only
ARS8X3W1187FB39D09,,,,Vital Remains,520,1,SOLFJAP12A6D4F50A5,Scorned,2007,left_only
ARXCE1N1187FB3F44F,,,,Reincidentes,166,1,SOAUFQM12A8C13C97E,Ganao,1999,left_only
AR80VP61187FB404B1,,,,Ramon Zerano & Marc Korn,367,1,SOLRGMW12A8C133C29,Virgin Of Love,0,left_only
ARKBYFV1187B9B07FD,,,,Vybz Kartel,211,1,SOFWRFX12AB01874C4,Million By The Morning,0,left_only
ARJTAX61187FB40B19,,,,Angelique Kidjo,267,1,SOIOGYC12A67020738,Bitchifi,1996,left_only
AR3VSW71187FB3C5C7,,,,Cyan Velvet Project,202,1,SOTRPOF12A8C13B958,Bad Habits,2008,left_only
ARFGTRA1187FB5AFAE,,,,Spanish Harlem Orchestra,371,1,SOOOCFA12AB017D3D1,Danzon For My Father,2007,left_only
ARZFGNV1187B98CDC8,,,,The Skillet-Lickers,180,1,SOSHMAM12A8C1385D5,Pass Around The Bottle And We'll All Take A Drink,0,left_only
ARCZD5Y1187B9ADDF5,,,,Gong,268,1,SOETRHV12A58A7B465,Sold To The Highest Buddha (2004 Digital Remaster),0,left_only
ARRBT8X1187FB3D242,,,,Eddie and the Subtitles,143,1,SOAWYUA12A8C144D4D,Louie Louie,0,left_only
AR32ETX1187B9A792F,,,,The Vaughan Brothers,262,1,SOSXAMA12A8C133298,Good Texan,1990,left_only
AR1TJ841187B9912D3,,,,Kim Waters,272,1,SOIIRSC12A8C1331DC,Two Hearts Of Mine (Song For My Twins),0,left_only
AR7SKVP1187B99515E,,,,Willy Chirino (a duo con Celia Cruz),332,1,SOSHRKH12AB0180D3A,Cuba Que Lindos Son Tus Paisajes,0,left_only
ARNUIBF1187FB4A28F,,,,Ray Lynch,250,1,SOOBFRV12AB0184739,Kathleen's Song / Ray Lynch,1984,left_only
ARBVJHJ1269FB25F30,,,,Ramon Ayala Y Sus Bravos Del Norte,172,1,SOXYAHE12AB0184CC0,Del Otro Lado Del Porton,0,left_only
ARQALRL11F4C845BDC,,,,Cold World Hustlers featuring Total Devastation,258,1,SOIXGSC12A58A7DB3E,Natural Born Hustlas,0,left_only
AR7U5BZ1187B997FFC,,,,Keep Of Kalessin,270,1,SOBZUCH12A8C13DCA0,Ascendant,2008,left_only
ARD63361187FB52CA6,,,,Nikki Blonsky / Zac Efron / Amanda Bynes / Elijah Kelley / John Travolta / Queen Latifah,324,1,SOGXGDI12AB017F83B,"You Can't Stop The Beat (""Hairspray"")",0,left_only
ARGPRXU1269FB34ED9,,,,Koriass,275,1,SODNBDX12AB018241B,Journal de bars,2008,left_only
ARJ438T1187B9AD503,,,,Elvenking,357,1,SOLFTTR12A6D4FDC9F,Trows Kind,2006,left_only
AR5NQPT1187FB45A43,,,,The Whitest Boy Alive,228,1,SOQYXOV12AB017FE9C,Gravity,2009,left_only
AR63G3A1187FB54662,,,,Ossian,305,1,SOUFMNV12AB018934B,A rock katonái,0,left_only
AR1KO711187B9AE36E,,,,Barry Biggs,340,1,SODFSIE12AB0182277,Wide Awake In A Dream,1995,left_only
ARGCGYQ12454A4D681,,,,Talib Kweli / Hi-Tek,238,1,SODLHWG12A6701C8F0,Memories Live,0,left_only
ARKUZYC1187FB5BF27,,,,Osaka Monaurail,160,1,SOIYEQD12AB018AD99,Signed_ Sealed_ Delivered I'm Yours,0,left_only
ARAGS2Z1187B9BA436,,,,Natiruts,248,1,SOIKBRR12A6D4F93C8,Som De Bob,1997,left_only
ARKZXSQ1187B9AC9F3,,,,Joy Division,236,1,SORPCRR12A8C13AB85,The Sound Of Music [2007 Re-mastered],0,left_only
