artist_id,artist_latitude,artist_location,artist_longitude,artist_name,duration,num_songs,song_id,title,year,_merge,process,corrected_location,county,city,state,country,country_code
ARAQMES1187FB4D46A,28.643340000000002,,-81.23258,Benzino / K.T. / Prince / Smoke / Luv' / Weirdo / O.T.,260,1,SOSHXLZ12AB0185894,Throw Them 3's (Bouston Ni****),0,,Y,nan,Seminole County,nan,Florida,USA,us
AR4T2IF1187B9ADBB7,63.960269999999994,,10.22442,Billy Idol,233,1,SOVIYJY12AF72A4B00,The Dead Next Door (Digitally Remastered 99),1983,,Y,nan,Trøndelag,nan,nan,Norway,no
ARZ8MVL1187FB41D17,35.85683,,129.2459,Shout Out Out Out Out,233,1,SOFIUCS12AB01896AD,How Do I Maintain Pt. II,2009,,Y,nan,nan,Gyeongju-si,Gyeongbuk,South Korea,kr
ARYV92D1187B9B67E2,25.06634,,121.53188999999999,The Amity Affliction,310,1,SOTSSCM12AB017FD93,Severance,2005,,Y,nan,nan,nan,Taipei,TW,tw
AREUT471187FB47D1D,19.48498,,-99.18169,Newworldaquarium,513,1,SOJWLCO12AC46873DB,NoworldbutU,2008,,Y,nan,Azcapotzalco,Azcapotzalco,Mexico City,Mexico,mx
ARCQMJH1187B9B53CC,30.00875,"Smithville, TX",-97.16001,DJ Screw_ B-Legit_ Lil Keke_ Phaz_ Duke,262,1,SOPEVXO12AB0185938,Screw Mix (feat. B-Legit_ Lil Keke_ Phaz_ Duke),0,,Y,nan,Bastrop County,nan,Texas,USA,us
ARNH6Q11187FB40FDD,40.65507,"Brooklyn, NY",-73.94888,Jeru The Damaja,245,1,SOYZIYS12A6D4F5ED5,Revenge Of The Prophet (Part 5),1996,,Y,nan,Kings County,New York,New York,United States of America,us
ARSPQ0H1187B999944,54.979380000000006,"Walker-on-Tyne, England",-1.54508,Eric Burdon,262,1,SOCORMS12A67AE124F,Devil's Daughter,1988,,Y,nan,Tyne and Wear,Newcastle upon Tyne,England,United Kingdom,gb
ARHRNT11187FB5BEE7,47.38028,"KENT, WASHINGTON",-122.23742,Daphne Loves Derby,175,1,SOHTMWZ12AB01801EF,Hammers And Hearts,2005,,Y,nan,King County,Kent,Washington,USA,us
ARFULGF1187FB5690C,42.31256,"Boston, MA",-71.08868000000002,Galaxie 500,201,1,SOXPCJO12AB017E656,Moonshot,0,,Y,nan,Suffolk County,Boston,Massachusetts,USA,us
AR7HUXU1187B9A1843,40.71455,NY - New York City,-74.00712,Machito,184,1,SOCKAYA12AB018CC78,Conversation,2000,,Y,nan,New York County,New York,New York,United States of America,us
AR9OLFX1187B9A5762,31.307570000000002,"Kosse, TX",-96.63166,Bob Wills,160,1,SOYHZYO12A8C1391D8,Yearning Just For You,0,,Y,nan,Limestone County,Mexia,Texas,USA,us
ARDQ7FA1187FB50487,-20.86721,"St. Denis, Reunion Island",55.456759999999996,De Palmas,255,1,SOKPAUP12A8C138840,Ma Sirène,1997,,Y,nan,Saint-Denis,Saint-Denis,Réunion,France,fr
AR88KXO1187B9AE4DF,46.20835,"Geneva, Switzerland",6.1427,The Young Gods,271,1,SOISYQW12A6D4F9F0C,Stay With Us,2007,,Y,nan,nan,Geneva,Geneva,Switzerland,ch
ARE0X5X1187B993A86,42.328070000000004,"Ann Arbor, MI",-83.7336,Midwest Product,301,1,SOMVAUS12AB017D665,Motivator,2003,,Y,nan,Washtenaw County,nan,Michigan,United States of America,us
ARUDU1L1187FB5073F,51.45238,"Reading, England",-0.99603,The Cooper Temple Clause,240,1,SOXWRVB12AF72A5CD6,Panzer Attack,2001,,Y,nan,Reading,nan,England,United Kingdom,gb
AR43IDV1187FB4691A,43.648559999999996,"Toronto, Ontario - Canada",-79.38533000000002,Born Ruffians,316,1,SOZPBDM12AB0188F94,Plinky Plonky,2008,,Y,nan,nan,Toronto,Ontario,Canada,ca
AR7X9J51187FB3F1A9,-24.9162,Australia,133.39311,Tommy Emmanuel,200,1,SOOKGUZ12AC960DEA2,(The Man With The) Green Thumb,2004,,Y,nan,nan,nan,Northern Territory,Australia,au
ARX2R5A1187FB5B85B,33.74831," Atlanta, GA",-84.39111,Ann Nesby,243,1,SOUEARP12A58A7D643,Tables Turn,0,,Y,nan,Fulton County,Atlanta,Georgia,United States of America,us
ARQ6JKR1187B99CC19,50.06007,"Crakow, Poland",19.93259,Grzegorz Turnau,308,1,SOQVZLB12A8C137265,Naprawde Nie Dzieje Sie Nic (Live),0,,Y,nan,Krakow,Krakow,Lesser Poland Voivodeship,Poland,pl
AR6TW8G119B8668BA1,54.502919999999996," Dungannon, N.Ireland",-6.76687,The Japanese Popstars,235,1,SODJQMR12A6D4FD321,Sample Whore,2008,,Y,nan,County Tyrone,nan,Northern Ireland,United Kingdom,gb
ARUNARY1187FB49C60,26.650370000000002,Puerto Rico US,-98.35131,Tito Rojas,430,1,SOVVTGK12A58A7D27F,Doble,1990,,Y,nan,Hidalgo County,nan,Texas,United States of America,us
ARUFCZ41187B9A868E,27.9758,Florida,-81.54106,Passion,253,1,SOWZVLJ12A58A7C2C8,Jesus_ Lover Of My Soul (Bonus Stereo Trax),0,,Y,nan,Polk County,nan,Florida,USA,us
AR4W2E01187FB416AC,43.648559999999996,"Toronto, Ontario, Canada",-79.38533000000002,Saga,255,1,SOHTBVT12A8C144F94,The One,0,,Y,nan,nan,Toronto,Ontario,Canada,ca
ARA04401187B991E6E,54.99241,"Londonderry, Northern Ireland",-7.31923,Josef Locke,180,1,SOLMOIH12A6D4F6003,O Maiden My Maiden,1992,,Y,nan,County Londonderry,Londonderry/Derry,Northern Ireland,United Kingdom,gb
ARNSYEO1187B9B8945,51.57196,"Swindon, England",-1.7864400000000002,XTC,226,1,SONCXKI12A6D4F8F08,Life Begins At The Hop,1979,,Y,nan,Swindon,nan,England,United Kingdom,gb
ARAO91X1187B98CCA4,41.504709999999996,"Cleveland, Ohio",-81.69074,Tracy Chapman,308,1,SOJSYXR12AB017C2AD,At This Point In My Life (LP Version),1995,,Y,nan,Cuyahoga County,Cleveland,Ohio,USA,us
ARMJ6T21187FB3950E,37.6383,"Modesto, CA",-120.99959,GRANDADDY,345,1,SOMGJFC12AB0183912,Wretched Songs,1998,,Y,nan,Stanislaus County,Modesto,California,USA,us
ARMOHN71187FB3959F,33.6671,"Orange County, CA",-117.76505,Atreyu,208,1,SONHWEW12AF72A7F22,Gallows (Album Version),2009,,Y,nan,Orange County,Irvine,California,United States of America,us
ARC2XR11187FB5CC95,34.053490000000004,"Los Angeles, CA",-118.24531999999999,Beck,186,1,SOZKDTO12AAF3B34BA,Painted Eyelids,1994,,Y,nan,Los Angeles County,Los Angeles,California,United States of America,us
ARWEM1D1187FB4077B,54.07485,"Caton, MS",-2.71939,Sonny Landreth,212,1,SOOUQAZ12AB017BDB0,She Left Me A Mule ,1999,,Y,nan,Lancashire,Lancaster,England,United Kingdom,gb
ARBUQSQ1187FB5AD76,32.67828,Maryland,-83.22295,Covenant,316,1,SOYNKDJ12AB01891AE,Ritual Noise (Edit),0,,Y,nan,Wilkinson County,nan,Georgia,USA,us
AR0F5IT1187FB39E6F,50.11204,"Frankfurt, Germany",8.68342,ASP,495,1,SOURIZG12AB01823D0,Der geheimnisvolle Fremde (Ja_ ja_ drei Mal Hurra!),0,,Y,nan,nan,Frankfurt,Hesse,Germany,de
ARUNUAH1241B9CB6EA,37.271879999999996,California,-119.27023,Iration,221,1,SOJEORL12AB0189A8B,Wat and See,0,,Y,nan,Fresno County,nan,California,USA,us
ARYCP7D1187B99516B,43.648559999999996,"Toronto, Canada",-79.38533000000002,Pat Travers,225,1,SODOSRS12A8C144552,It Ain't What It Seems,0,,Y,nan,nan,Toronto,Ontario,Canada,ca
ARIZODP1187B9AD272,54.89814000000001,"Washington, England",-1.53179,Bryan Ferry,35,1,SOUKMIK12A6D4F671E,Ja Nun Hons Pris,2002,,Y,nan,Tyne and Wear,nan,England,United Kingdom,gb
ARQUMH41187B9AF699,34.053490000000004,"Los Angeles, CA",-118.24531999999999,Linkin Park,189,1,SOWEUOO12A6D4F6D0C,Given Up (Album Version),2007,,Y,nan,Los Angeles County,Los Angeles,California,United States of America,us
ARB9TN21187FB568DA,37.17039000000001,"Granada, Spain",-3.6054199999999996,Amparanoia,379,1,SOXGTXC12AAF3B4B55,La Fiesta,2002,,Y,nan,Comarca de la Vega de Granada,Granada,Andalusia,Spain,es
ARA79JA1187FB38652,33.95813,"Athens, GA",-83.37325,Leo Kottke,114,1,SOQADJX12A6D4FE23A,The Driving Of The Year Nail,1969,,Y,nan,Athens-Clarke County,Athens-Clarke County Unified Government,Georgia,USA,us
AR91C8S1187B990901,40.23447,"Freehold, NJ",-74.29504,Bruce Springsteen,191,1,SOYIXMY12AF72A0734,Working On The Highway,1984,,Y,nan,Monmouth County,Freehold Township,New Jersey,USA,us
ARHEDGH1187B9A7651,25.72898,"Miami, FL",-80.23742,Jacki-O,252,1,SOXFPTY12AB017D62B,F#%k Wit Me,0,,Y,nan,Miami-Dade County,Miami,Florida,USA,us
AR79C1C1187FB4C482,-37.0907,Argentina,-63.58481,Los Rodriguez,205,1,SOXQUPO12A6D4FC2B6,Enganchate Conmigo,1991,,Y,nan,Municipio de Macachín,nan,LP,Argentina,ar
ARS07UZ1187FB5796D,43.74978,"Sheboygan, WI",-87.71375,The Chordettes,141,1,SOVYUOH12A8C136CEC,Que Sera Sera,0,,Y,nan,Sheboygan County,Sheboygan,Wisconsin,USA,us
AR3B0LP1187FB5C41E,35.02368,"Widener, AR",-90.6845,Luther Allison,304,1,SOPVYFM12A8C13F260,Mistake,1995,,Y,nan,St. Francis County,nan,Arkansas,USA,us
AR1F6T91187FB4D5FE,53.74319000000001,"Hull, England",-0.34592,Baby Mammoth,279,1,SOJLQRN12A8C146B4C,The Ghost Of Henry,2000,,Y,nan,Kingston upon Hull,Hull,England,United Kingdom,gb
AR8X2981187B98FAAE,41.88415,"Chicago, IL",-87.63241,Parasites,184,1,SOJQBYE12A8C134C37,Pep Talk,0,,Y,nan,Cook County,Chicago,Illinois,United States of America,us
ARK4UHY1187FB459D0,52.883559999999996,UK - England - North West,-1.97406,Lemongrass,290,1,SOPXRGM12A8C136556,On the Way,2003,,Y,nan,Staffordshire,nan,England,United Kingdom,gb
ARONUSR1187B98DE3F,40.71455,"New York, NY",-74.00712,Mantronix,182,1,SOZTXZW12A6D4F732B,Get Stupid_ Part IV (Get On Up '90),0,,Y,nan,New York County,New York,New York,United States of America,us
ARYU4I01187FB5B8B8,37.77916,California - SF,-122.42005,Kevin Kern,261,1,SOVHTMQ12AB01857B1,The Touch Of Love,2003,,Y,nan,San Francisco City and County,San Francisco,California,USA,us
ARSD3V91187FB569E5,56.27609,DENMARK,9.51695,Tina Dico,237,1,SOOGKRW12AB0180F6D,Walls,0,,Y,nan,Silkeborg Municipality,nan,Central Denmark Region,Denmark,dk
ARJPLNG1187B98C4FB,51.690509999999996,"Waltham Cross, Hertfordshire, Eng",-0.03381,Russ Ballard,279,1,SODGBON12A6D4F5F19,Your Time Is Gonna Come,1993,,Y,nan,Hertfordshire,nan,England,United Kingdom,gb
ARIRQGA1187B99D9FF,53.383109999999995,"Sheffield, England",-1.46454,65daysofstatic,239,1,SOOTPET12A58A7DBAD,The Fall of Math,2004,,Y,nan,nan,Sheffield,England,United Kingdom,gb
ARG6WXO1187FB39D9E,51.50632,"London, England",-0.12714,Transglobal Underground,280,1,SOBLQGB12AAF3B307D,Border Control,0,,Y,nan,nan,London,England,United Kingdom,gb
ARTSA6B1187B9AC1A4,48.85692,"Paris, France",2.34121,Poni Hoax,315,1,SOBCOWR12A58A7BD4C,Images of Sigrid,2008,,Y,nan,Paris,Paris,Ile-de-France,France,fr
ARWUK9L11C8A42C37B,32.58507,Mississippi,-89.87374,Workhorse,251,1,SOAQLJU12AB0185B2A,High Horse,2007,,Y,nan,Madison County,nan,Mississippi,USA,us
ARERLPG1187FB3BB39,34.05464,"Pomona, CA",-117.75001999999999,Tom Waits,385,1,SOKHSIN12AB0183626,Get Behind The Mule (Tulsa - 06/25/08),0,,Y,nan,Los Angeles County,Pomona,California,USA,us
ARWSMC91187B9AD369,51.48126,"Cardiff, Wales",-3.18067,Helen Love,143,1,SOBUVXZ12AC9075605,Calm Down Dad,0,,Y,nan,Cardiff,Cardiff,Wales,United Kingdom,gb
ARGOGOZ1187B9AEAC6,40.74641,"Nassau County, NY",-73.59565,BOMB THE MUSIC INDUSTRY,268,1,SOPTLQR12AB018F7CD,Sweet Home Cananada,2005,,Y,nan,Nassau County,nan,New York,USA,us
ARJFNSC1187B9939BD,51.27172,"Croydon, Surrey, England",-0.39535,Saint Etienne,241,1,SOXZDKX12AB0184A1B,Suburban Autumn Lieutenant,1999,,Y,nan,Surrey,nan,England,United Kingdom,gb
AR89OYB1187B9A657C,62.19845,SWEDEN,17.55142,Daisy (Papp Daisy),230,1,SOJNTCX12A8C13C18A,Az életünk,0,,Y,nan,Sundsvall Municipality,Njurunda District,Västernorrland County,Sweden,se
ARIPXFO1187B9ACFF9,51.50632,"London, England",-0.12714,Erasure,210,1,SORRAXB12A8AE48723,Be My Baby,2007,,Y,nan,nan,London,England,United Kingdom,gb
ARE36MM1187B991E50,31.1689,"Couchman, TX",-100.07715,Blind Lemon Jefferson,185,1,SOITIZR12A8C13BA50,Wartime Blues,1927,,Y,nan,Concho County,nan,Texas,USA,us
ARTPL6J1187FB4D6FB,40.65507,"Brooklyn, NY",-73.94888,John Patitucci,136,1,SOAIWGK12AB018325D,Bach Prelude In G Major (From The Cello Suite),1992,,Y,nan,Kings County,New York,New York,United States of America,us
ARPY3PZ1187FB45623,36.30486,"Hendersonville, TN",-86.62021,The Oak Ridge Boys,144,1,SONCIXN12A8C134423,Winter Wonderland,2002,,Y,nan,Sumner County,Hendersonville,Tennessee,United States of America,us
ARDEBMB1187B9B7CBA,51.50632,"London, England",-0.12714,Ultravox,274,1,SOKZERN12A58A7EE2A,Sweet Surrender (2009 Digital Remaster),1986,,Y,nan,nan,London,England,United Kingdom,gb
ARHL8SP1187B98F8A3,40.71455,Virginia,-74.00712,Sick Of It All,90,1,SOXWSNO12AB0181372,Busted,1997,,Y,nan,New York County,New York,New York,United States of America,us
ARR96K01187B98D520,44.23153,"Kingston, Ontario, Canada",-76.47933,Arrogant Worms,284,1,SOJARRC12A58A7EC48,Rocks and Trees,1999,,Y,nan,nan,Kingston,Ontario,Canada,ca
AR1G3G71187B98FE83,47.25513,"Tacoma, WA",-122.44165,The Ventures,123,1,SOEUKCX12A8C142E0D,Perfidia,1960,,Y,nan,Pierce County,Tacoma,Washington,USA,us
ARTIHCD1187FB4FC8D,18.015710000000002,"Kingston, Jamaica",-76.79731,Bunny Wailer,269,1,SOOBEGE12AB01836A3,Sound Clash - Live,0,,Y,nan,Saint Andrew,nan,nan,Jamaika,jm
ARRVS341187FB4C1C6,41.88415,"Chicago, IL",-87.63241,Rufus Featuring Chaka Khan,342,1,SOFJCJE12AB0185F5E,Stay,1996,,Y,nan,Cook County,Chicago,Illinois,United States of America,us
ARNPPTH1187B9AD429,51.4855,"Heston, Middlesex, England",-0.37196,Jimmy Page,322,1,SODCZXW12A6D4F97F5,Hummingbird,1988,,Y,nan,nan,London,England,United Kingdom,gb
ARC3KY01187B9AEB09,31.1689,United States,-100.07715,2002,273,1,SOFPEQJ12AB0180667,Lovers' Bridge,2000,,Y,nan,Concho County,nan,Texas,USA,us
ARDP3WW1187FB3D28C,45.4215,"Ottawa, Ontario, Canada",-75.69189,Sue Foley,224,1,SOBRDLW12AC468A908,She Don't Belong To You,1998,,Y,nan,nan,Ottawa,Ontario,Canada,ca
AR0ZTBS1187FB46757,47.37706,"Zurich, Switzerland",8.53955,Krokus,252,1,SODPZNN12A8C1396E8,Flyin' High,1987,,Y,nan,District Zurich,Zurich,Zurich,Switzerland,ch
AR6TKMQ1187B9ACEDA,40.65507,"Brooklyn, NY",-73.94888,Barry Mann,170,1,SOHVCVM12AB018E396,Here You Come Again (LP Version),0,,Y,nan,Kings County,New York,New York,United States of America,us
ARCBCJZ1187FB5C4C6,37.77916,"San Francisco, CA",-122.42005,Romeo Void,356,1,SOXFFPU12A8C134F17,Never Say Never,1981,,Y,nan,San Francisco City and County,San Francisco,California,USA,us
ARB60IV1187FB370FE,32.77815,"Corpus Christi, TX",-96.7954,The Reverend Horton Heat,158,1,SOBVIBC12AB018347B,If It Ain't Got Rhythm,2004,,Y,nan,Dallas County,Dallas,Texas,USA,us
AR2CM6U1187B999EB7,52.51606999999999,"Berlin, Germany",13.37698,Basic Channel,62,1,SOBJVKE12A8AE44914,Q1.1 Edit,1995,,Y,nan,nan,Berlin,Berlin,Germany,de
ARERLPG1187FB3BB39,34.05464,"Pomona, CA",-117.75001999999999,Tom Waits,339,1,SOSXFLH12A58A7BBD5,Down There By The Train,2006,,Y,nan,Los Angeles County,Pomona,California,USA,us
ARNFTGS1187B9A465F,34.053490000000004,California - LA,-118.24531999999999,Circle Jerks,122,1,SOLMXIE12A8C1429A8,Question Authority,1982,,Y,nan,Los Angeles County,Los Angeles,California,United States of America,us
ARDFZE61187FB45994,35.830729999999996,Tennessee,-85.97874,Jake Hess,168,1,SOVKHXD12A67020C86,So Many Reasons,2004,,Y,nan,Cannon County,nan,Tennessee,USA,us
ARZC56B119B866897E,53.46969,south yorkshire,-1.34396,Exit Calm,273,1,SOACPIZ12AB017E36D,Atone,2010,,Y,nan,nan,nan,England,United Kingdom,gb
AR1GYND1187B9A9CD3,38.43773,"Santa Rosa, California",-122.71242,Diesel Boy,140,1,SOQVVDQ12AB018300C,Dragonfly,1998,,Y,nan,Sonoma County,Santa Rosa,California,USA,us
ARNXITY1187B98C5C1,36.15398,"Tulsa, OK",-95.99277,Helen Baylor,345,1,SOPZQMT12A8C13E5D6,Only You (Album Version),0,,Y,nan,Tulsa County,Tulsa,Oklahoma,USA,us
ARSLAVY1187B9BA622,47.603559999999995,"Seattle, WA",-122.32943999999999,Stacie Orrico,198,1,SODOSAN12A6D4F4990,Stay True (Genuine Album Version),2000,,Y,nan,King County,Seattle,Washington,USA,us
ARMZVDI1187FB4C39C,41.66122,Rhode Island,-71.55587,Six Finger Satellite,235,1,SOUGVRX12A8C1337CB,Simian Fever (Album),1995,,Y,nan,Kent County,nan,Rhode Island,United States of America,us
ARLSMEN1187B98D6DF,43.1555,"Rochester, NY",-77.61603000000002,Chuck Mangione,189,1,SOTHWJQ12A8C1368BF,Market Place,1978,,Y,nan,Monroe County,Rochester,New York,USA,us
AREIZH41187B9A108D,38.26443,"Anchorage, KY",-85.53877,Joan Osborne,219,1,SOULVLQ12A8C1412D6,Rodeo (Album Version),2008,,Y,nan,Jefferson County,Anchorage,Kentucky,USA,us
ARZ9JVB1187B98AAA3,34.51061,Victorville,-117.32364,Parle,215,1,SOQLNUG12A6701C5D4,Can't Let Go,2001,,Y,nan,San Bernardino County,Victorville,California,USA,us
ARNFLMN1187FB50BB3,56.95468,Canada,-98.30897,Chroma Key,160,1,SOHEWXI12AB018960E,Salvation,2004,,Y,nan,nan,nan,Manitoba,Canada,ca
ARFT6741187B98FD08,40.71455,"New York, NY",-74.00712,Noel Pointer,336,1,SODMSVT12A8C13967B,Samoa,0,,Y,nan,New York County,New York,New York,United States of America,us
AR1WEZI1187B9AA902,55.8578,Glasgow,-4.24251,Alex Smoke,399,1,SOBBWAI12A8C139477,Chica wappa,2005,,Y,nan,Glasgow City,Glasgow,Scotland,United Kingdom,gb
ARRR4Y81187FB524CE,30.767529999999997,"Dubuisson, LA",-92.11789,Lonnie Brooks,351,1,SOCBUSG12AB0180568,Two Guitars Shuffle (take 1),0,,Y,nan,St. Landry Parish,nan,Louisiana,USA,us
ARAW7QF1187B99DF45,38.62774,St. Louis MO,-90.19951,Living Things,251,1,SOUZUJI12A8C13FDF1,Keep It 'Til You Fold,2005,,Y,nan,City of Saint Louis,St. Louis,Missouri,United States of America,us
AR4YKRO1187B9B7829,30.06677,"Middleburg, Florida",-81.86674000000002,The Red Jumpsuit Apparatus,208,1,SOQMROZ12AF729B758,In Fate's Hands (Album Version),2006,,Y,nan,Clay County,nan,Florida,United States of America,us
ARVJR1N1187FB4144A,37.5407," Richmond, VA ",-77.43365,Lamb Of God,306,1,SOTVJKD12A58A7C856,Beating On Deaths Door,2006,,Y,nan,nan,Richmond City,Virginia,USA,us
ARFKLA11187FB4C5A3,43.648559999999996,Toronto,-79.38533000000002,Holy Fuck,358,1,SORXTID12A8C13BAC8,Lovely Allen (Minotaur Shock Broadmead Redevelopment Version),2008,,Y,nan,nan,Toronto,Ontario,Canada,ca
AR99FU41187FB38E9E,51.50632,"London, England",-0.12714,Ikara Colt,183,1,SOSXZFO12A67ADCE92,Belgravia,2002,,Y,nan,nan,London,England,United Kingdom,gb
ARTH2D01187B98D865,45.51179000000001,"Portland, OR",-122.67563,Everclear,208,1,SOBHTDE12AF72A7CD3,Now (Explicit),2006,,Y,nan,Multnomah County,Portland,Oregon,USA,us
AR1L5HB119B340372E,39.76618,Indiana,-86.44105,Left Lane Cruiser,246,1,SOUUKIO12A8C132EE5,KFD,2006,,Y,nan,Hendricks County,nan,Indiana,USA,us
ARKVITV1187B9AE854,51.88966,"Colchester, England",0.8894299999999999,Blur,215,1,SORIIPU12A6D4F712F,You're So Great,1997,,Y,nan,Essex,nan,England,United Kingdom,gb
ARSTHNB1187FB51E98,53.343759999999996,"Dublin, Ireland",-6.24953,Fionn Regan,186,1,SOHNPHS12AF72AB772,Hunters Map,2006,,Y,nan,County Dublin,Dublin,nan,Ireland,ie
AR8TD061187B9AF30E,33.47909,"AUGUSTA, Georgia",-81.97531,Playaz Circle,208,1,SOGVZAU12AB017EE85,Outlaw,2007,,Y,nan,Richmond County,Augusta,Georgia,United States of America,us
AR0X0NS1187B9B3106,37.77916,"San Francisco, CA",-122.42005,Turn Me On Dead Man,255,1,SOPXSKA12A8C14044B,El Schizo,2006,,Y,nan,San Francisco City and County,San Francisco,California,USA,us
AR6IJJ41187B98C872,26.30116,"Edinburg, TX",-98.1607,Bobby Pulido,216,1,SOTLKVX12A8C13BE9F,Alma De Metal,1999,,Y,nan,Hidalgo County,Edinburg,Texas,United States of America,us
ARI6NAR1187FB3B053,39.62603,"BEAR, Delaware",-75.66114,Myron Butler & Levi,342,1,SOGSBPK12AB0189862,Covered,0,,Y,nan,New Castle County,nan,Delaware,USA,us
AR3Q98N1187B9B914E,29.424490000000002,"San Antonio, TX",-98.49462,Flaco Jimenez,204,1,SOHJLJW12A6D4F893D,Love Me Do,2000,,Y,nan,Bexar County,San Antonio,Texas,USA,us
AR0TGMI1187FB5AAFE,31.1689,Texas,-100.07715,Grit Boys,199,1,SOAQTJY12AB0185B53,The Way I Live (feat. Mase),2007,,Y,nan,Concho County,nan,Texas,USA,us
AR1E4V11187B99F400,34.053490000000004,California - LA,-118.24531999999999,Telecast,197,1,SOFCFGG12A6D4FB5F8,Covered (The Beauty Of Simplicity Album Version),0,,Y,nan,Los Angeles County,Los Angeles,California,United States of America,us
AREACYD1187FB566DE,55.0503,"Gweedore, Donegal, Ireland",-8.23194,Enya,196,1,SOGDXDW12A6D4F60FC,Long Long Journey,2005,,Y,nan,County Donegal,nan,nan,Ireland,ie
AR15L9L1187FB469BB,34.053490000000004,California - LA,-118.24531999999999,Steve Jablonsky,126,1,SOPDFZI12AC9071674,Tiberian Influx,0,,Y,nan,Los Angeles County,Los Angeles,California,United States of America,us
ARBNL6D1187B9A147E,49.26044,"Vancouver, British Columbia, Cana",-123.11403,The Black Halos,279,1,SOELSDM12A8C13CB4E,Broken,0,,Y,nan,Metro Vancouver Regional District,Vancouver,British Columbia,Canada,ca
ARBJQTM1187B9B862B,56.01161999999999,"Grangemouth, Scotland",-3.71947,Cocteau Twins,211,1,SOHILWC12AF729FE67,Wolf In The Breast,1990,,Y,nan,Falkirk,nan,Scotland,United Kingdom,gb
ARRMZ8R1187FB36FE3,42.99671,Grand Rapids Michigan USA,-85.59012,East West,167,1,SOLAQIZ12A8C13743E,Breathe,2001,,Y,nan,Kent County,Grand Rapids,Michigan,USA,us
ARCV7V11187FB392A2,53.86121,"Wigan, Lancashire, England",-2.5648299999999997,The Railway Children,230,1,SODJQJW12A58A7B154,Over And Over (Full Remix),1995,,Y,nan,Lancashire,Ribble Valley,England,United Kingdom,gb
AR50ZUC1187B992857,-14.242920000000002,Brazil,-54.38783000000001,Krisiun,131,1,SOPIOBL12AB0186E57,Voodoo,2004,,Y,nan,Microrregião de Paratininga,Paranatinga,Mato Grosso,Brazil,br
ARIP5461187B9B1FBC,37.271879999999996,California,-119.27023,Deluxe,178,1,SOMXWOU12A67ADF5ED,Simone,0,,Y,nan,Fresno County,nan,California,USA,us
ARF058F1187FB5A712,29.424490000000002,san antonio Texas USA,-98.49462,Mitchel Musso,201,1,SOSDDWE12A3F1EB298,Speed Dial,2009,,Y,nan,Bexar County,San Antonio,Texas,USA,us
ARQ3IB01187B9A3809,46.44231,Minnesota,-93.36586,The Umbrella Sequence,202,1,SOCJEOT12AB017B945,This Time We're Positive,2007,,Y,nan,Aitkin County,nan,Minnesota,USA,us
