artist_id,artist_latitude,artist_location,artist_longitude,artist_name,duration,num_songs,song_id,title,year,_merge,process,corrected_location,county,city,state,country,country_code
AREBWEH1187B99EA9A,60.1674653,Helsinki,24.9425458,Beherit,266,1,SOYYJNB12AB0184408,Suck My Blood,2009,,Y,Helsinki,Helsinki sub-region,Helsinki,Southern Finland,Finland,fi
ARSQDUN1187B98D7D7,40.6021323,allentown Pennsylvania USA,-75.4712664,EPMD,161,1,SODKZLY12A8C13F228,Jane 5,1997,,Y,allentown Pennsylvania USA,Lehigh County,Allentown,Pennsylvania,USA,us
ARIETVC1187B9B651D,33.728753000000005,"Palm Desert, CA",-116.382691,Kyuss,355,1,SOWFPXQ12A58A77B27,Shine,1995,,Y,"Palm Desert, CA",Riverside County,Palm Desert,California,USA,us
ARB0W0J1187FB4834D,41.3142269,"BROADVIEW HEIGHTS, Ohio",-81.6850926,Stealers Wheel,200,1,SOPFADW12A8C14397E,Stuck In The Middle With You,1973,,Y,"BROADVIEW HEIGHTS, Ohio",Cuyahoga County,nan,Ohio,USA,us
AR1FQLN1187FB3996C,-41.2891165,"Wellington, Aotearoa, New Zealand",174.777026858159,Flight Of The Conchords,194,1,SONXATL12AB017BBE8,I Told You I Was Freaky,2009,,Y,"Wellington, New Zealand",Wellington City,nan,Wellington,New Zealand,nz
ARYZV2X1187B997BE7,36.8368359,California - LA,-119.7958714,Chris Standring,261,1,SOGKSAD12AF72A35AA,Through the Looking Glass (jazz),2006,,Y,"California, LA",Fresno County,Fresno,California,USA,us
ARH0TST1187FB3F8F1,41.25918915,"Omaha, NE",-95.93787264699706,Bright Eyes / Nick Zinner,185,1,SOVBREL12A6D4F8428,Deviltown,0,,Y,"Omaha, NE",Douglas County,Omaha,Nebraska,USA,us
AROETUE1187FB4A677,34.05369605,"Los Angeles, CA",-118.242921218334,Thicke,273,1,SOEIDEK12A6D4F823F,Brand New Jones,0,,Y,"Los Angeles, CA",Los Angeles County,Los Angeles,California,United States of America,us
ARFO65E1187B9ACA27,48.20832539999999,"Vienna, Austria",16.3722945708564,John Tejada,306,1,SODDAQG12A6D4F5C34,Something About The Drums,2004,,Y,"Vienna, Austria",nan,nan,Vienna,Austria,at
AR4GAFY1187B9B639D,35.1492032387007,"Memphis, Tennessee",-90.0515765982326,BB King,186,1,SOCCQJE12AB018722F,She Don't Move Me No More,1995,,Y,"Memphis, Tennessee",Shelby County,Memphis,Tennessee,USA,us
ARR30921187FB36C2D,38.70772685,"Lisboa, Portugal ",-9.13663134570704,Mariza,204,1,SORURET12A6D4F62A0,Meu Fado Meu,2005,,Y,"Lisboa, Portugal",Lisbon,Lisbon,Área Metropolitana de Lisboa,Portugal,pt
ARAW99S1187B9B6EBF,31.76053,"El Paso, TX",-106.4866628,Phil Ochs,264,1,SOUNWLM12A8C140695,We Seek No Wider War (Home Tape),2007,,Y,"El Paso, TX",El Paso County,El Paso,Texas,USA,us
AR05OG01187B9B8A98,39.9284591559563,"Upper Darby, PA",-75.2738018886253,Todd Rundgren,274,1,SOVXONV12A6D4FB46F,Sons Of 1984,1973,,Y,"Upper Darby, PA",Delaware County,nan,Pennsylvania,USA,us
ARBYA1N1187B98F5A1,40.69442945,"Peoria, IL",-89.5888229253737,Mudvayne,54,1,SOXLFEF12A8C12FD05,Golden Ratio,2000,,Y,"Peoria, IL",Peoria County,Peoria,Illinois,USA,us
ARA1UU51187FB5A70B,40.0884475,New Jersey,-74.3995939,The Misfits,181,1,SONRWFT12A6D4F983A,Dig Up Her Bones,1997,,Y,New Jersey,Ocean County,nan,New Jersey,USA,us
ARFWGRI1187FB52E45,40.71274295,New York,-74.0059502441252,Ours,182,1,SOEYHOI12A6BD53860,Il Était Temps,2007,,Y,New York,New York County,New York,New York,USA,us
ARMH4YI1187FB3F45E,33.30498775,"Monticello, GA",-83.68389730860291,Trisha Yearwood / Rosanne Cash,213,1,SOLJXJL12A6D4F8987,Seven Year Ache (with Rosanne Cash),0,,Y,"Monticello, GA",Jasper County,nan,Georgia,USA,us
ARAUA5K1187B9AA95F,59.9134978,"Oslo, Norway",10.7391691,Hanne Hukkelberg,240,1,SOAWTXJ12A8C13EBE2,The North Wind,2007,,Y,"Oslo, Norway",Oslo,Oslo,nan,Norway,no
ARFPAOJ1187FB4057A,41.8753754,"Chicago, IL",-87.6248273616119,Chali 2na,207,1,SOEFSOU12AAF3B4525,Lunch Time,2004,,Y,"Chicago, IL",Cook County,Chicago,Illinois,United States of America,us
ARBN9EC1187B9AED58,38.270751,"Petaluma, CA",-122.606885,Tsunami Bomb,151,1,SOQLDAL12A8C13D11A,Russian Roulette,2002,,Y,"Petaluma, CA",Sonoma County,Petaluma,California,USA,us
ARIJE1A1187B9A458D,36.9793344745617,"Newport News, Virginia",-76.4323792052167,Ella Fitzgerald,164,1,SOITBRQ12A8C13AB08,I Shall Not Be Moved,1967,,Y,"Newport News, Virginia",nan,Newport News City,Virginia,USA,us
ARXDFN01187B9AE80E,38.8951076,Washington,-77.03654809999998,The Presidents of the United States of America,159,1,SOKOHLQ12AF729B221,Poke And Destroy,2004,,Y,Washington,nan,Washington,District of Columbia,USA,us
ARVKB9G1187B990C70,40.71274295,"New York, NY",-74.0059502441252,Keith Sweat,244,1,SOQFLSY12A58A7B943,Don't Have Me,2000,,Y,"New York, NY",New York County,New York,New York,USA,us
AR1FS3Q11A348F04D8,42.4929545,Warren MI,-83.00598954377959,I See Stars,144,1,SOILJAK12AC9072F77,Sing This! (feat. Feat. Bizzy Bone),0,,Y,Warren MI,Macomb County,Warren,Michigan,USA,us
ARBW1J61187B9B8B54,19.4328333,"Mexico City, Mexico",-99.1331602223209,Lucero,188,1,SOCPAPD12A6D4F816F,I Don''t Wanna Be The One,0,,Y,"Mexico City, Mexico",Cuauhtémoc,nan,Mexico City,Mexico,mx
AR92KZ11187FB53A73,48.8565387,"Paris, France",2.3518054,Sniper,64,1,SOORTPN12AB018661A,Intro Du Rire Aux Larmes,0,,Y,"Paris, France",Paris,Paris,Ile-de-France,France,fr
ARGP47U1187FB4D0EB,53.3803404,"Sheffield, Yorkshire, England",-1.4686085814418302,ABC,188,1,SORANYU12A6D4F7736,Bite The Hand,0,,Y,"Sheffield, England",nan,Sheffield,England,United Kingdom,gb
ARZ5MA11187FB4307E,54.31202560000001,Great Britain / UK,-1.9188685,The London Community Gospel Choir,346,1,SOVLVDB12A6D4F7DB0,Precious Lord,0,,Y,"Great Britain, UK",North Yorkshire,Richmondshire,England,United Kingdom,gb
AR1U87A1187FB4D0D6,53.40712295,"Liverpool, England",-2.99160780787235,Adam F,319,1,SOHVNST12A8C138D04,Music In My Mind (Album Version),1997,,Y,"Liverpool, England",nan,Liverpool,England,United Kingdom,gb
ARW3OU61187B98A81E,51.5073203,"London, England",-0.12765724122807,Hexstatic,99,1,SOUMUUK12AB018AEF6,Intermission,0,,Y,"London, England",nan,London,England,United Kingdom,gb
AR88PUH1187FB52B3B,40.6080895428571,"Rahway, NJ",-74.27766105714291,Eric Roberson,254,1,SOSOJTG12A8C143272,Just A Dream,2005,,Y,"Rahway, NJ",Union County,Rahway,New Jersey,United States of America,us
ARP15911187B9B0676,39.7392115,"Denver, CO",-104.984846745298,Jill Sobule,241,1,SOZHYRR12AB018B056,Houdini's Box (LP Version),1995,,Y,"Denver, CO",Denver County,Denver,Colorado,USA,us
AR6892W1187B9AC71B,51.5073203,"London, England",-0.12765724122807,Placebo,241,1,SODWXQV12A6310F10D,English Summer Rain,2003,,Y,"London, England",nan,London,England,United Kingdom,gb
AR9Q9YC1187FB5609B,40.0884475,New Jersey,-74.3995939,Quest_ Pup_ Kevo,252,1,SOFRDWL12A58A7CEF7,Hit Da Scene,0,,Y,New Jersey,Ocean County,nan,New Jersey,USA,us
ARXQBR11187B98A2CC,53.40712295,"Liverpool, England",-2.99160780787235,Frankie Goes To Hollywood,821,1,SOBRKGM12A8C139EF6,Welcome to the Pleasuredome,1985,,Y,"Liverpool, England",nan,Liverpool,England,United Kingdom,gb
ARGE7G11187FB37E05,40.6501525,"Brooklyn, NY",-73.9496656,Cyndi Lauper,240,1,SONRWUU12AF72A4283,Into The Nightlife,2008,,Y,"Brooklyn, NY",Kings County,New York,New York,United States of America,us
AR10USD1187B99F3F1,43.3247719,"Burlington, Ontario, Canada",-79.79683359999999,Tweeterfriendly Music,189,1,SOHKNRJ12A6701D1F8,Drop of Rain,0,,Y,"Burlington, Canada",Halton Region,Burlington,Ontario,Canada,ca
ARBVASN1187B9890CB,41.8753754,"Chicago, IL",-87.6248273616119,Lucky Boys Confusion,169,1,SOZQOSV12AB018CDFC,Do You Miss Me (Killians) (LP Version),2001,,Y,"Chicago, IL",Cook County,Chicago,Illinois,United States of America,us
ARVZDOM1187B9B49C9,40.6501525,"Brooklyn, NY",-73.9496656,Barry Manilow,298,1,SOEGWEI12A8C143182,Some Bar By The Harbor,0,,Y,"Brooklyn, NY",Kings County,New York,New York,United States of America,us
AR7H9U01187FB390F5,29.9498071,"New Orleans, LA",-90.06986640000002,Terence Blanchard,350,1,SOBJLBQ12A8C13F883,Funeral Dirge,2007,,Y,"New Orleans, LA",Orleans Parish,New Orleans,Louisiana,USA,us
AR9ODB41187FB459B2,38.789209,"SPRINGFIELD, Virginia",-77.187496,Organized Konfusion,198,1,SOFXNQP12AB0184F1A,Hate,1997,,Y,"SPRINGFIELD, Virginia",Fairfax County,nan,Virginia,USA,us
ARZJ4MI1187B9AF5AF,-36.3567813,"Orange County, CA",146.3227031546,Reel Big Fish,103,1,SOWZYPQ12AAF3B1F3D,I'm Cool,1997,,Y,"Wangaratta, Australia",Rural City of Wangaratta,Wangaratta,Victoria,Australia,au
ARJGNV61187B98F3B5,30.43811675,"Tallahassee, FL",-84.2813125005937,Mira,177,1,SOUQVUD12A8C142DCE,Openbare Weg,2006,,Y,"Tallahassee, FL",Leon County,Tallahassee,Florida,USA,us
